,ID
1254,1513252224956305412
1255,1513251170005000192
1256,1513248678156275712
1257,1513247192261136385
1258,1513245665618366464
1259,1513245050427301888
1260,1513242389103710226
1261,1513241827196997632
1262,1513241566642585600
1263,1513240403859886086
1264,1513238941327101952
1265,1513238636677922816
1266,1513237073045692422
1267,1513236664486969346
1268,1513236121987305473
1269,1513234114358489100
1270,1513233834707365892
1271,1513232915223785481
1272,1513232706771030022
1273,1513231022892199943
1274,1513230586617466884
1275,1513229276845260801
1276,1513229131374231553
1277,1513228511246442503
1278,1513226269369913344
1279,1513226053749293057
1280,1513225931103432704
1281,1513225729961562112
1282,1513224435754541063
1283,1513223853517983754
1284,1513222761891581952
1285,1513222172621291527
1286,1513221726854795273
1287,1513221617572212739
1288,1513220254436139008
1289,1513217947627626501
1290,1513217174407503873
1291,1513216253736980485
1292,1513215604970299394
1293,1513215475320295430
1294,1513215232730091529
1295,1513214821033910276
1296,1513214730932043779
1297,1513214430296821763
1298,1513212870678523906
1299,1513211817132134401
1300,1513211227958300674
1301,1513211227958300674
1302,1513209841807867908
1303,1513205841465606144
1304,1513205756757172228
1305,1513205398161043466
1306,1513205372135239680
1307,1513202853048901632
1308,1513200414241529857
1309,1513196150228140036
1310,1513189927575597067
1311,1513187456543334406
1312,1513186435716812803
1313,1513186215754977286
1314,1513185217942593536
1315,1513184415186366464
1316,1513183628091699201
1317,1513180755211423747
1318,1513180712781991939
1319,1513180533416771585
1320,1513177987113496578
1321,1513176180219858944
1322,1513175377652428807
1323,1513173450315214849
1324,1513173128070975491
1325,1513173016397635591
1326,1513171799890137089
1327,1513169181155500037
1328,1513166624517505027
1329,1513165959367909377
1330,1513165285095874562
1331,1513164642998231048
1332,1513163802153558023
1333,1513161269989289993
1334,1513160585910710275
1335,1513159965434810371
1336,1513155726377725952
1337,1513155609356431375
1338,1513154383328190464
1339,1513153696338968579
1340,1513152457211273219
1341,1513147283013095428
1342,1513146253244305413
1343,1513145543530364929
1344,1513145139182637057
1345,1513145123466584072
1346,1513145086397329415
1347,1513145014444040194
1348,1513144050983055365
1349,1513140323417042944
1350,1513138545883496451
1351,1513137355003207687
1352,1513137313362153477
1353,1513133236620255236
